bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,sqft_living_log,sqft_above_log,sqft_living15_log
3,2.5,3680,13384,2.0,0,0,3,10,3680,0,1994,0,98006,47.5484,-122.119,3600,11306,1030000,15,10,2014,0,20,9704,7706,0,0,8.210668031162976,8.210668031162976,8.1886891244442
3,2.5,2020,1159,3.0,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.356,1920,3600,720000,21,5,2014,0,14,-861,1680,0,0,7.61085279039525,7.61085279039525,7.560080465021827
4,2.5,3130,13202,2.0,0,0,3,10,3130,0,1996,0,98075,47.5878,-121.976,2840,10470,851000,21,4,2015,0,19,10072,7630,0,0,8.048788283534199,8.048788283534199,7.951559331155252
4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245,700000,23,3,2015,0,95,2580,1435,0,0,7.590852123688581,7.590852123688581,7.501082124259871
4,2.25,2360,8616,2.0,0,0,4,8,2360,0,1974,0,98033,47.6495,-122.198,2360,9337,752500,25,8,2014,0,40,6256,6977,0,0,7.7664168980196555,7.7664168980196555,7.7664168980196555
4,2.75,2790,10819,2.0,0,0,3,10,2790,0,1996,0,98027,47.5515,-122.08,3080,12603,765000,9,5,2014,0,18,8029,9523,0,0,7.933796874815411,7.933796874815411,8.03268487596762
4,2.0,1830,4590,2.0,0,0,3,8,1830,0,1908,0,98105,47.6593,-122.327,1650,4590,700000,27,4,2015,0,107,2760,2940,0,0,7.512071245835466,7.512071245835466,7.408530566894626
4,2.0,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,47.6908,-122.397,1190,1567,900000,20,10,2014,0,69,7000,377,0,0,7.081708586105575,7.081708586105575,7.081708586105575
3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.278,2300,6000,716500,6,11,2014,0,78,3070,3700,0,1,7.5652752818989315,7.114769448366463,7.7406644019172415
4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.388,1750,6500,850000,22,10,2014,0,20,3050,4750,0,1,8.146129510025405,7.803843303538772,7.4673710669175595
3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,699000,16,7,2014,0,62,3705,4665,0,1,7.4205789054108005,7.146772179452637,7.286191714702382
4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.386,2790,10070,790000,13,8,2014,0,53,9060,7280,0,1,7.951559331155252,7.402451520818244,7.933796874815411
4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650,1240000,19,3,2015,0,53,5820,5710,0,1,7.893572073504902,7.299797366758161,7.986164860332727
3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,1964,0,98136,47.5262,-122.386,2560,10070,986000,10,4,2015,0,51,13700,7510,0,1,7.77485576666552,7.200424892944957,7.847762537473608
4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596,775000,22,4,2015,0,59,3275,3756,0,1,7.749322464660356,7.31986492980897,7.517520850603031
2,1.0,1150,12775,1.0,1,4,4,6,1150,0,1908,0,98178,47.502,-122.222,2440,11852,825000,27,8,2014,0,106,11625,9412,0,0,7.047517221357296,7.047517221357296,7.799753318287247
5,2.75,3010,12611,2.0,0,0,3,10,3010,0,1994,0,98052,47.696,-122.102,2890,9456,837700,17,6,2014,0,20,9601,6566,0,0,8.009695357742922,8.009695357742922,7.969011781106478
4,2.5,3160,8281,2.0,0,0,4,9,3160,0,1995,0,98033,47.6699,-122.195,3000,8281,1130000,3,7,2014,0,19,5121,5281,0,0,8.058327306580958,8.058327306580958,8.006367567650246
4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632,660000,20,6,2014,0,26,6243,5272,0,0,8.016317898503415,8.016317898503415,7.7664168980196555
2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560,690000,23,6,2014,0,107,3590,3060,0,0,6.877296071497429,6.877296071497429,7.313220387090301
4,1.75,3990,13470,2.0,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709,1200000,25,6,2014,0,8,9480,7919,0,0,8.29154650988391,8.29154650988391,8.663887570567042
4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416,687500,27,6,2014,0,20,7780,5566,0,0,8.06777619577889,8.06777619577889,7.955074273262696
3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,725000,8,8,2014,0,108,2060,2560,0,0,7.570443252057374,7.570443252057374,7.272398392570047
4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061,790000,29,12,2014,0,53,7601,7761,0,1,7.807916628926408,7.251344983372214,7.7406644019172415
4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680,1750000,19,8,2014,48,64,4289,5650,1,1,8.14902386805177,8.013012110368916,8.016317898503415
4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,900000,17,3,2015,0,105,1012,2315,0,1,7.886081401775745,7.495541943884256,7.31986492980897
3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,850000,8,10,2014,0,63,8500,8986,0,0,7.24422751560335,7.24422751560335,7.501082124259871
4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,826000,26,6,2014,0,8,4080,2978,0,0,8.026170194946426,8.026170194946426,8.083328608786376
3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,875000,5,6,2014,0,13,2750,4350,0,1,8.086410275323782,7.824046010856292,7.408530566894626
4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,902000,23,5,2014,0,38,6670,6370,0,1,7.835974581721566,7.358830898342354,8.016317898503415
3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,655000,7,11,2014,0,108,2330,1890,0,0,7.146772179452637,7.146772179452637,7.444248649496705
3,2.0,1940,6440,1.0,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,651000,4,9,2014,0,74,4500,2910,0,1,7.570443252057374,6.877296071497429,7.455876687491824
4,1.75,2490,7834,1.0,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,949000,11,9,2014,0,56,5344,4624,0,1,7.820037989458753,7.122866658599083,8.07402621612406
5,3.25,4110,7920,2.0,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800,1880000,22,12,2014,0,93,3810,3910,0,1,8.32117830749028,8.055157731819678,8.266164436612492
4,2.5,2820,6180,2.0,0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,735000,6,6,2014,0,1,3360,3245,0,1,7.944492163932159,7.6255950721324535,7.237059026124737
4,2.5,2790,5423,2.0,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,685100,30,10,2014,0,15,2633,4003,0,0,7.933796874815411,7.933796874815411,7.803843303538772
4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,880000,24,6,2014,0,9,811,3842,0,0,8.016317898503415,8.016317898503415,6.984716320118266
4,2.5,3690,13609,2.0,0,2,3,10,3690,0,1996,0,98075,47.5872,-121.972,3600,13609,780000,23,10,2014,0,18,9919,10009,0,0,8.213381737034572,8.213381737034572,8.1886891244442
5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,1230000,10,9,2014,0,13,694,1050,0,1,8.224699561967235,7.983440063006542,7.989560449333865
5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000,682000,29,8,2014,0,104,1880,2040,0,1,7.659171367666058,7.450079569807499,7.580699752224563
2,2.5,2630,7957,2.0,0,0,3,8,2630,0,2003,0,98053,47.7106,-122.023,2305,7220,750000,23,7,2014,0,11,5327,4915,0,0,7.874739125171811,7.874739125171811,7.742835955430749
4,3.0,2170,4000,2.0,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,831000,5,5,2014,29,32,1830,2330,1,1,7.682482446534506,7.383989457978509,7.4205789054108005
3,3.5,3110,14872,1.0,0,0,3,10,3110,0,2003,0,98004,47.6178,-122.209,3110,12433,2260000,9,2,2015,0,12,11762,9323,0,0,8.04237800517328,8.04237800517328,8.04237800517328
4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,98040,47.5786,-122.236,1880,7350,925000,14,5,2014,0,56,5160,5470,0,0,7.691656822810547,7.691656822810547,7.539027055823995
4,2.0,2120,3360,2.0,0,0,3,9,2120,0,1905,0,98112,47.6227,-122.31,2090,3600,1200000,30,6,2014,0,109,1240,1510,0,0,7.659171367666058,7.659171367666058,7.644919344958857
2,1.75,1550,6000,1.0,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000,805000,17,7,2014,0,94,4450,3640,0,0,7.346010209913293,7.346010209913293,7.7664168980196555
4,2.5,3370,5000,2.0,0,0,3,9,3370,0,2006,0,98027,47.541,-121.998,3370,5237,825000,4,11,2014,0,8,1630,1867,0,0,8.122668023346407,8.122668023346407,8.122668023346407
5,2.75,3040,10257,2.0,0,0,3,10,3040,0,1993,0,98006,47.5531,-122.119,2860,9327,960000,3,6,2014,0,21,7217,6467,0,0,8.019612794400267,8.019612794400267,7.958576903813898
4,3.0,2440,3600,1.5,0,0,5,8,1480,960,1929,0,98103,47.6853,-122.331,1770,4000,780000,17,9,2014,0,85,1160,2230,0,1,7.799753318287247,7.299797366758161,7.478734825567875
5,3.0,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,98133,47.7053,-122.34,1509,1626,729953,29,4,2015,0,106,1937,117,0,1,8.080237416216702,7.600902459542082,7.319202458767849
4,3.5,3100,5600,2.0,0,0,3,9,3100,0,2005,0,98075,47.5968,-121.978,3080,5600,735000,16,1,2015,0,10,2500,2520,0,0,8.039157390473237,8.039157390473237,8.03268487596762
4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,842500,11,5,2014,0,112,3138,563,0,0,7.67786350067821,7.67786350067821,7.450079569807499
4,2.5,2820,8307,2.0,0,0,3,9,2820,0,1990,0,98074,47.6253,-122.027,2820,8307,690000,29,9,2014,0,24,5487,5487,0,0,7.944492163932159,7.944492163932159,7.944492163932159
3,2.0,2310,6000,2.0,0,1,4,9,1560,750,1926,0,98199,47.648,-122.395,2000,6000,815000,8,1,2015,0,89,3690,4000,0,1,7.745002803515839,7.352441100243583,7.600902459542082
3,2.25,2330,11424,2.0,0,0,4,8,2330,0,1984,0,98052,47.6386,-122.11,2050,11448,700000,13,4,2015,0,31,9094,9398,0,0,7.753623546559746,7.753623546559746,7.6255950721324535
3,2.5,3940,10360,2.0,0,0,3,9,3110,830,1992,0,98052,47.6468,-122.116,2720,11941,933399,14,7,2014,0,22,6420,9221,0,1,8.27893600229198,8.04237800517328,7.908387159290043
4,2.5,2440,10049,2.0,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484,672000,24,7,2014,0,25,7609,5664,0,0,7.799753318287247,7.799753318287247,7.944492163932159
3,1.75,1800,5700,1.0,0,0,4,8,1000,800,1941,0,98119,47.6491,-122.367,1680,5350,749950,31,7,2014,0,73,3900,3670,0,1,7.495541943884256,6.907755278982137,7.426549072397305
5,3.0,2920,2808,2.0,0,0,3,8,2140,780,1960,1992,98103,47.654,-122.342,1620,1544,830000,28,10,2014,32,54,-112,-76,1,1,7.979338895262328,7.668561108015897,7.3901814282264295
3,2.25,2790,13791,1.0,0,3,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600,1130000,8,7,2014,0,8,11001,9880,0,0,7.933796874815411,7.933796874815411,7.908387159290043
3,2.5,2120,9307,2.0,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,719000,5,8,2014,0,30,7187,9234,0,0,7.659171367666058,7.659171367666058,7.736307096548285
4,2.5,2740,7140,2.0,0,0,3,8,2740,0,1993,0,98074,47.6334,-122.021,2260,7035,651000,13,5,2014,0,21,4400,4775,0,0,7.9157131993821155,7.9157131993821155,7.723120092266331
3,1.75,2210,8955,1.0,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,685000,19,3,2015,0,41,6745,6766,0,1,7.700747794511798,7.352441100243583,7.700747794511798
3,2.5,2360,12987,2.0,0,0,3,8,2360,0,1983,0,98006,47.5471,-122.149,2480,11665,750000,21,4,2015,0,32,10627,9185,0,0,7.7664168980196555,7.7664168980196555,7.8160138391590275
4,2.5,2740,7571,2.0,0,0,3,9,2740,0,2009,0,98033,47.6962,-122.179,2880,7203,706000,17,9,2014,0,5,4831,4323,0,0,7.9157131993821155,7.9157131993821155,7.965545573129992
2,2.5,1770,7155,2.0,1,4,3,8,1770,0,1957,2004,98155,47.7345,-122.285,2410,10476,1180000,3,5,2015,47,58,5385,8066,1,0,7.478734825567875,7.478734825567875,7.787382026484701
4,3.75,3190,17186,2.0,1,4,3,10,3190,0,1999,0,98178,47.5115,-122.246,2290,13496,1700000,15,4,2015,0,16,13996,11206,0,0,8.06777619577889,8.06777619577889,7.736307096548285
4,2.75,2390,6820,2.0,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,799000,5,11,2014,0,69,4430,4840,0,1,7.779048644925556,7.668561108015897,7.590852123688581
4,2.5,2730,10281,2.0,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,780000,5,5,2014,0,18,7551,4470,0,0,7.912056888179006,7.912056888179006,7.919356190660617
3,2.0,1760,5400,1.0,0,0,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,715000,30,7,2014,0,87,3640,3760,0,1,7.473069088032197,7.05617528410041,7.402451520818244
3,1.75,2170,12220,1.0,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000,907000,29,8,2014,0,49,10050,7020,0,0,7.682482446534506,7.682482446534506,7.590852123688581
3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,98117,47.6876,-122.384,1540,4800,672500,27,6,2014,0,75,2900,3260,0,1,7.783224016336037,7.1308988302963465,7.3395376954076745
3,2.25,3020,13031,2.0,0,0,3,9,3020,0,1989,0,98052,47.6897,-122.098,2480,10204,755000,22,10,2014,0,25,10011,7724,0,0,8.013012110368916,8.013012110368916,7.8160138391590275
3,1.0,1500,2555,2.0,0,2,3,7,1500,0,1910,0,98109,47.627,-122.353,1820,2555,707500,20,3,2015,0,105,1055,735,0,0,7.313220387090301,7.313220387090301,7.506591780070841
3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,757000,13,5,2014,0,7,2093,2248,0,0,8.06777619577889,8.06777619577889,7.989560449333865
3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,765000,7,1,2015,0,8,2093,2248,0,0,8.06777619577889,8.06777619577889,7.989560449333865
3,2.0,1700,4080,1.0,0,0,4,7,850,850,1941,0,98117,47.6785,-122.393,1480,5100,652000,25,3,2015,0,74,2380,3620,0,1,7.438383530044307,6.745236349484363,7.299797366758161
5,3.0,3340,10796,1.0,0,2,3,9,2120,1220,1964,1990,98040,47.5421,-122.229,3290,12955,1330000,20,4,2015,26,51,7456,9665,1,1,8.113726085970747,7.659171367666058,8.098642843759418
3,2.5,2380,5017,2.0,0,0,3,9,2380,0,2003,0,98074,47.6297,-122.021,2670,6066,652100,14,4,2015,0,12,2637,3396,0,0,7.77485576666552,7.77485576666552,7.8898337513942955
4,1.5,1840,10080,2.0,0,0,3,8,1840,0,1907,0,98118,47.5575,-122.279,1830,5040,701000,8,4,2015,0,108,8240,3210,0,0,7.517520850603031,7.517520850603031,7.512071245835466
4,3.0,3470,4750,2.0,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761,1220000,16,3,2015,0,1,1280,2341,0,1,8.151909872940905,7.7706452341291765,7.791522819150732
4,2.75,3370,7634,1.0,0,2,5,8,2110,1260,1977,0,98056,47.5259,-122.204,2460,7634,720000,27,2,2015,0,38,4264,5174,0,1,8.122668023346407,7.6544432264701125,7.807916628926408
3,1.0,2280,4600,1.0,0,2,3,8,1250,1030,1936,0,98119,47.6378,-122.372,1910,4000,850000,4,5,2015,0,79,2320,2090,0,1,7.731930721948486,7.1308988302963465,7.554858521040676
5,2.75,2580,9242,2.0,0,2,4,8,1720,860,1967,0,98007,47.5943,-122.133,2240,9316,713000,22,9,2014,0,47,6662,7076,0,1,7.855544677915663,7.450079569807499,7.7142311448490855
4,2.5,3260,5608,2.0,0,0,3,9,3260,0,2003,0,98029,47.5453,-121.995,3010,5608,810000,6,5,2015,0,12,2348,2598,0,0,8.089482474360754,8.089482474360754,8.009695357742922
3,3.5,2130,6150,2.0,0,2,5,8,1530,600,1908,0,98199,47.6491,-122.405,2040,5381,819000,24,6,2014,0,106,4020,3341,0,1,7.6638772587034705,7.333023014386481,7.620705086838262
2,2.5,1780,2067,2.0,0,0,5,9,1780,0,1974,0,98004,47.6132,-122.21,2320,2067,935000,30,6,2014,0,40,287,-253,0,0,7.484368643286131,7.484368643286131,7.749322464660356
4,1.75,1620,7560,1.0,0,3,4,7,1380,240,1947,0,98117,47.6981,-122.4,2170,8650,657500,20,4,2015,0,68,5940,6480,0,1,7.3901814282264295,7.22983877815125,7.682482446534506
5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140,932800,2,4,2015,9,17,4115,5470,1,0,7.9996785794994505,7.9996785794994505,7.4205789054108005
3,1.75,2180,14135,1.0,0,2,5,8,1300,880,1947,0,98033,47.673,-122.187,3540,10318,860000,17,11,2014,0,67,11955,6778,0,1,7.687080155783135,7.170119543449628,8.17188200612782
4,2.25,2360,11523,2.0,0,0,4,10,2360,0,1968,0,98040,47.5318,-122.224,2850,11362,957500,9,4,2015,0,47,9163,8512,0,0,7.7664168980196555,7.7664168980196555,7.955074273262696
3,1.5,1590,7080,1.0,0,2,3,8,1310,280,1952,0,98136,47.5244,-122.386,2080,7200,720000,17,9,2014,0,62,5490,5120,0,1,7.371489295214277,7.177782416195197,7.640123172695364
4,2.5,3010,6100,2.0,0,0,3,9,3010,0,2005,0,98052,47.6647,-122.08,2890,5176,789500,12,6,2014,0,9,3090,2286,0,0,8.009695357742922,8.009695357742922,7.969011781106478
3,3.5,3500,9473,2.0,0,0,3,10,3500,0,2008,0,98075,47.5807,-121.972,3510,7833,797000,12,2,2015,0,7,5973,4323,0,0,8.160518247477505,8.160518247477505,8.163371316459912
4,1.5,2290,10372,1.0,0,0,3,7,1510,780,1965,1987,98033,47.6888,-122.199,1900,8109,776500,29,4,2015,22,50,8082,6209,1,1,7.736307096548285,7.31986492980897,7.549609165154532
4,2.0,2590,7220,2.0,0,2,4,10,2590,0,1930,0,98199,47.647,-122.41,2530,6380,1180000,30,4,2015,0,85,4630,3850,0,0,7.859413154693583,7.859413154693583,7.835974581721566
3,1.5,1850,10572,1.0,0,0,4,8,1850,0,1953,0,98004,47.6194,-122.208,3030,12752,1380000,22,10,2014,0,61,8722,9722,0,0,7.52294091807237,7.52294091807237,8.016317898503415
3,2.5,2320,4721,2.0,0,0,3,8,2320,0,2004,0,98075,47.591,-122.017,2250,4356,655000,27,3,2015,0,11,2401,2106,0,0,7.749322464660356,7.749322464660356,7.718685495198466
3,2.5,2500,7746,2.0,0,0,4,10,1910,590,1993,0,98112,47.6393,-122.311,2480,5099,895000,6,8,2014,0,21,5246,2619,0,1,7.824046010856292,7.554858521040676,7.8160138391590275
4,2.25,2350,10664,1.0,0,1,2,7,1510,840,1952,0,98040,47.5743,-122.238,2350,10140,800000,26,3,2015,0,63,8314,7790,0,1,7.762170607138205,7.31986492980897,7.762170607138205
4,2.25,2550,12918,2.0,0,0,3,9,2550,0,1987,0,98006,47.5623,-122.109,2550,11036,703770,13,11,2014,0,27,10368,8486,0,0,7.843848638152472,7.843848638152472,7.843848638152472
4,3.0,1920,4000,1.5,0,0,4,8,1540,380,1931,0,98116,47.5718,-122.385,1660,4000,667500,15,4,2015,0,84,2080,2340,0,1,7.560080465021827,7.3395376954076745,7.414572881350589
4,3.5,3400,3850,2.5,0,0,3,10,2790,610,2008,0,98112,47.6258,-122.302,2030,4000,1200000,1,7,2014,0,6,450,1970,0,1,8.131530710604252,7.933796874815411,7.615791072035833
2,1.0,1530,6350,1.5,0,0,4,7,1530,0,1923,0,98112,47.6325,-122.303,2640,6350,880000,29,10,2014,0,91,4820,3710,0,0,7.333023014386481,7.333023014386481,7.878534196140362
5,3.5,3550,9600,2.0,0,0,3,9,2550,1000,1998,0,98118,47.5484,-122.269,2030,9600,810000,29,10,2014,0,16,6050,7570,0,1,8.174702882469461,7.843848638152472,7.615791072035833
4,2.5,2380,12573,1.0,0,0,4,9,2380,0,1963,0,98005,47.5984,-122.176,2900,10700,835100,22,7,2014,0,51,10193,7800,0,0,7.77485576666552,7.77485576666552,7.9724660159745655
3,2.5,1730,4102,3.0,1,4,3,8,1730,0,1996,0,98074,47.645,-122.084,2340,16994,960000,30,3,2015,0,19,2372,14654,0,0,7.455876687491824,7.455876687491824,7.757906208351747
3,2.5,3370,6550,2.0,0,2,4,8,2840,530,1912,2001,98126,47.5442,-122.38,1500,6550,830000,20,8,2014,89,102,3180,5050,1,1,8.122668023346407,7.951559331155252,7.313220387090301
3,1.75,1240,3600,1.5,0,0,5,7,1240,0,1926,0,98116,47.5797,-122.405,1660,3600,662990,23,5,2014,0,88,2360,1940,0,0,7.122866658599083,7.122866658599083,7.414572881350589
4,2.5,3040,7000,2.0,0,0,3,9,3040,0,2001,0,98040,47.5934,-122.244,2320,17511,1230000,10,6,2014,0,13,3960,15191,0,0,8.019612794400267,8.019612794400267,7.749322464660356
3,1.75,2000,14733,1.0,0,0,4,8,2000,0,1958,0,98005,47.6001,-122.178,2620,14733,700000,27,3,2015,0,57,12733,12113,0,0,7.600902459542082,7.600902459542082,7.8709295967551425
4,3.5,3530,14406,2.0,0,1,3,10,2570,960,1987,0,98034,47.7073,-122.244,3170,15181,874150,22,6,2014,0,27,10876,12011,0,1,8.169053149927343,7.851661177889265,8.061486866871327
4,2.5,2930,18199,2.0,0,0,3,9,2930,0,1998,0,98075,47.5937,-122.047,2930,33976,749000,22,5,2014,0,16,15269,31046,0,0,7.982757702011113,7.982757702011113,7.982757702011113
4,3.0,3130,2646,2.5,0,0,5,9,2290,840,1906,0,98102,47.6272,-122.316,2920,4500,1270000,22,4,2015,0,109,-484,1580,0,1,8.048788283534199,7.736307096548285,7.979338895262328
4,3.25,3120,5000,2.0,0,0,3,9,2370,750,2005,0,98115,47.69,-122.299,2520,6000,799000,16,5,2014,0,9,1880,3480,0,1,8.045588280803528,7.7706452341291765,7.832014180505469
3,1.0,1700,4400,1.5,0,0,4,8,1700,0,1906,0,98122,47.612,-122.292,1610,4180,800000,14,5,2014,0,108,2700,2570,0,0,7.438383530044307,7.438383530044307,7.383989457978509
5,3.0,3040,9601,1.0,0,0,5,9,1970,1070,1968,0,98040,47.5562,-122.22,3180,12390,830000,8,5,2014,0,46,6561,9210,0,1,8.019612794400267,7.585788821732034,8.064636475774222
5,1.5,1940,4800,2.0,0,0,3,8,1940,0,1905,0,98103,47.6845,-122.332,1750,4800,780000,18,3,2015,0,110,2860,3050,0,0,7.570443252057374,7.570443252057374,7.4673710669175595
4,2.5,2660,5608,2.0,0,0,3,9,2660,0,2003,0,98029,47.5449,-121.995,3010,5608,729000,5,1,2015,0,12,2948,2598,0,0,7.886081401775745,7.886081401775745,8.009695357742922
5,2.75,3430,15119,2.0,0,0,3,10,3430,0,1998,0,98075,47.5678,-122.032,3430,12045,850000,23,3,2015,0,17,11689,8615,0,0,8.140315540159985,8.140315540159985,8.140315540159985
5,2.75,2560,5618,1.5,0,2,3,8,2220,340,1923,0,98109,47.6416,-122.355,2740,4000,1180000,5,2,2015,0,92,3058,1260,0,1,7.847762537473608,7.705262474866325,7.9157131993821155
3,1.0,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400,712000,8,5,2014,0,114,3370,2500,0,1,7.1308988302963465,7.047517221357296,7.549609165154532
4,3.0,3750,11025,2.0,0,0,3,10,3750,0,1976,0,98074,47.6367,-122.059,2930,12835,920000,9,5,2014,0,38,7275,9905,0,0,8.229511118964457,8.229511118964457,7.982757702011113
4,3.25,1560,4080,1.0,0,0,3,7,1560,0,1916,0,98126,47.5347,-122.38,1370,4080,901000,23,4,2015,0,99,2520,2710,0,0,7.352441100243583,7.352441100243583,7.222566018822171
4,2.25,2130,10650,2.0,0,0,4,8,2130,0,1977,0,98006,47.5567,-122.159,3380,10050,686000,26,7,2014,0,37,8520,6670,0,0,7.6638772587034705,7.6638772587034705,8.125630988477065
4,3.0,2420,4800,1.5,0,0,3,7,1520,900,1919,0,98119,47.6453,-122.358,1090,3800,950000,14,4,2015,0,96,2380,2710,0,1,7.791522819150732,7.326465613840322,6.993932975223189
3,2.5,2610,7567,2.0,0,0,3,9,2610,0,1997,0,98052,47.6654,-122.137,2610,8458,780000,22,1,2015,0,18,4957,5848,0,0,7.867105500316739,7.867105500316739,7.867105500316739
4,3.25,4130,11444,2.0,0,0,3,11,4130,0,2001,0,98059,47.5208,-122.15,3720,11431,1140000,23,4,2015,0,14,7314,7711,0,0,8.326032685955079,8.326032685955079,8.221478947267192
4,2.25,3180,6105,2.0,0,0,3,10,3180,0,1905,0,98112,47.6255,-122.314,3180,6029,1320000,24,9,2014,0,109,2925,2849,0,0,8.064636475774222,8.064636475774222,8.064636475774222
4,2.25,2690,15000,2.0,0,0,3,9,1890,800,1978,0,98074,47.612,-122.064,2670,15030,700000,13,4,2015,0,37,12310,12360,0,1,7.897296472595885,7.5443321080536885,7.8898337513942955
3,1.75,2360,8290,1.0,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670,753000,3,3,2015,0,65,5930,5790,0,1,7.7664168980196555,7.07326971745971,7.539027055823995
4,3.25,3620,5131,2.0,0,3,4,11,2350,1270,1927,0,98119,47.6499,-122.37,2550,5174,1530000,19,6,2014,0,87,1511,2624,0,1,8.194229304819817,7.762170607138205,7.843848638152472
2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200,720000,16,5,2014,0,67,5180,5180,0,1,7.61085279039525,7.438383530044307,7.61085279039525
